Directorate,Updated,Service,Supplier Name,Amount,Type
Childrens Services,25/03/2010,Schools-Devolved Capital,The Court Company UK Ltd,"3,649.00",Capital
Adult & Community Services,19/02/2010,Libraries & Information Services,The Desk Top Publishing Group,641.67,Revenue
Children's Services,07/01/2010,DSG Education & Childcare Services,The Disabilities Trust,"15,953.33",Revenue
Children's Services,07/01/2010,DSG Education & Childcare Services,The Disabilities Trust,"25,668.00",Revenue
Children's Services,07/01/2010,DSG Education & Childcare Services,The Disabilities Trust,"18,941.33",Revenue
Children's Services,07/01/2010,DSG Education & Childcare Services,The Disabilities Trust,"19,053.33",Revenue
Children's Services,07/01/2010,DSG Education & Childcare Services,The Disabilities Trust,"18,941.33",Revenue
Children's Services,07/01/2010,DSG Education & Childcare Services,The Disabilities Trust,"18,941.33",Revenue
Children's Services,07/01/2010,DSG Education & Childcare Services,The Disabilities Trust,"18,941.33",Revenue
Children's Services,07/01/2010,DSG Education & Childcare Services,The Disabilities Trust,"21,488.67",Revenue
Children's Services,19/03/2010,Safeguarding & Specialist Services,The Fostering Network,"2,162.00",Revenue
Adult & Community Services,28/01/2010,Elderly & Physical Disability,The Freemantle Trust,"32,335.00",Revenue
Adult & Community Services,23/02/2010,Elderly & Physical Disability,The Freemantle Trust,"32,335.00",Revenue
Adult & Community Services,29/03/2010,Elderly & Physical Disability,The Freemantle Trust,"32,335.00",Revenue
Resources,05/02/2010,Corporate IT,The Geoinformation Group Limited,650,Revenue
Environmental Services,01/02/2010,Parking Schemes,The Graphic Company,775,Capital
Environmental Services,21/03/2010,Parking Schemes,The Graphic Company,"16,163.01",Capital
Environmental Services,23/03/2010,Parking Schemes,The Graphic Company,689,Capital
Environmental Services,23/03/2010,Parking Schemes,The Graphic Company,964,Capital
Resources,04/03/2010,Pensions Fund,The Graphic Company,590.72,Revenue
Environmental Services,12/01/2010,Traffic Management,The Graphic Company,618.98,Revenue
Environmental Services,09/03/2010,Traffic Management,The Graphic Company,668,Revenue
Environmental Services,21/03/2010,Coach & Car Parks,The Graphic Company,"1,352.00",Revenue
Adult & Community Services,09/03/2010,Elderly & Physical Disability,The Homestead (Farthings Care Homes),"4,551.34",Revenue
Resources,16/03/2010,Audit and Risk Management,The Institute of Internal Auditors-UK and Ireland,810,Revenue
Children's Services,11/03/2010,DSG Education & Childcare Services,The John Townsend Trust,"32,973.00",Revenue
Adult & Community Services,12/01/2010,Mental Health,The Kingwood Trust,"1,304.02",Revenue
Adult & Community Services,03/02/2010,Mental Health,The Kingwood Trust,"1,264.92",Revenue
Adult & Community Services,24/02/2010,Mental Health,The Kingwood Trust,"1,184.00",Revenue
"Policy,Performance & Planning",28/01/2010,Town Management,The Leisure Pass Group Ltd,"1,419.50",Revenue
Children's Services,11/03/2010,DSG Education & Childcare Services,The Loddon School,"48,261.00",Revenue
Children's Services,12/02/2010,ISB,The Magdalen Project,943.5,Revenue
Childrens Services,24/03/2010,Non Schools,The Marist Preparatory Schools,650,Capital
Children's Services,13/01/2010,ISB,The Marist Preparatory Schools,"8,713.03",Revenue
Children's Services,02/03/2010,ISB,The Marist Preparatory Schools,"1,537.59",Revenue
Adult & Community Services,09/03/2010,Elderly & Physical Disability,The Minstead Training Project Ltd,"3,476.34",Revenue
Adult & Community Services,02/02/2010,Learning Disability,The Minstead Training Project Ltd,"3,139.92",Revenue
Adult & Community Services,11/02/2010,Learning Disability,The Minstead Training Project Ltd,"1,048.95",Revenue
Adult & Community Services,11/02/2010,Learning Disability,The Minstead Training Project Ltd,"1,148.85",Revenue
Adult & Community Services,11/02/2010,Learning Disability,The Minstead Training Project Ltd,"3,476.34",Revenue
Adult & Community Services,15/03/2010,Learning Disability,The Minstead Training Project Ltd,999,Revenue
Children's Services,19/01/2010,DSG Education & Childcare Services,The Mulberry Bush School,"46,915.66",Revenue
Adult & Community Services,05/01/2010,Learning Disability,The National Autistic Society,"7,381.06",Revenue
Adult & Community Services,02/02/2010,Learning Disability,The National Autistic Society,"6,666.76",Revenue
Adult & Community Services,25/02/2010,Learning Disability,The National Autistic Society,"7,381.06",Revenue
Children's Services,03/03/2010,Safeguarding & Specialist Services,The Olde Bell,"1,660.00",Revenue
Children's Services,30/01/2010,Education & Childcare Services,The Open University,"2,880.00",Revenue
Adult & Community Services,01/02/2010,Learning Disability,The Otterhayes Trust Ltd,"1,920.50",Revenue
Adult & Community Services,01/02/2010,Learning Disability,The Otterhayes Trust Ltd,"1,536.44",Revenue
Adult & Community Services,02/03/2010,Learning Disability,The Otterhayes Trust Ltd,"1,536.44",Revenue
Children's Services,06/01/2010,DSG Education & Childcare Services,The Pace Centre,"9,953.00",Revenue
Children's Services,06/01/2010,DSG Education & Childcare Services,The Pace Centre,"9,953.00",Revenue
Children's Services,06/01/2010,DSG Education & Childcare Services,The Pace Centre,"5,102.00",Revenue
Environmental Services,25/03/2010,Coach & Car Parks,The Parking Shop Limited,656,Revenue
Adult & Community Services,06/01/2010,Windsor Leisure Centre,The Pat Steel School Of Dance,"1,380.00",Revenue
Children's Services,18/02/2010,Families & Young People,The Princess Royal Trust Carers Service,"7,500.00",Revenue
Children's Services,11/03/2010,Families & Young People,The Princess Royal Trust Carers Service,"4,000.00",Revenue
Adult & Community Services,12/03/2010,Libraries & Information Services,The Reading Agency for Libraries Ltd,"4,011.28",Revenue
Children's Services,05/01/2010,ISB,The Rhos-y-Gwalian Outdoor Education Trust Ltd,"3,039.96",Revenue
Children's Services,30/03/2010,Education & Childcare Services,The Royal Adelaide Hotel,"3,400.00",Revenue
Adult & Community Services,08/01/2010,Elderly & Physical Disability,The Royal Air Forces Association,"8,163.42",Revenue
Adult & Community Services,01/02/2010,Elderly & Physical Disability,The Royal Air Forces Association,897.18,Revenue
Adult & Community Services,02/03/2010,Elderly & Physical Disability,The Royal Air Forces Association,897.18,Revenue
Adult & Community Services,02/03/2010,Elderly & Physical Disability,The Royal Air Forces Association,897.18,Revenue
Adult & Community Services,12/03/2010,Elderly & Physical Disability,The Royal Air Forces Association,897.18,Revenue
Adult & Community Services,12/03/2010,Elderly & Physical Disability,The Royal Air Forces Association,897.18,Revenue
Adult & Community Services,16/03/2010,Elderly & Physical Disability,The Royal Air Forces Association,897.18,Revenue
Adult & Community Services,16/03/2010,Elderly & Physical Disability,The Royal Air Forces Association,897.18,Revenue
Children's Services,10/03/2010,DSG Education & Childcare Services,The Sandbanks,"1,510.01",Revenue
Children's Services,13/03/2010,DSG Education & Childcare Services,The Sandbanks,"1,533.02",Revenue
Environmental Services,29/01/2010,Other Highway Services,The Stilwell Partnership,"1,520.00",Revenue
Environmental Services,22/02/2010,Other Highway Services,The Stilwell Partnership,"1,067.00",Revenue
Environmental Services,22/02/2010,Other Highway Services,The Stilwell Partnership,"2,407.45",Revenue
Environmental Services,05/03/2010,Other Highway Services,The Stilwell Partnership,"4,249.10",Revenue
Environmental Services,24/03/2010,Other Highway Services,The Stilwell Partnership,"2,583.00",Revenue
Environmental Services,04/01/2010,Asset Management,The Technologyforge,"1,089.20",Capital
Environmental Services,10/02/2010,Asset Management,The Technologyforge,"8,200.00",Capital
Environmental Services,25/02/2010,Asset Management,The Technologyforge,"2,625.00",Capital
Environmental Services,10/03/2010,Asset Management,The Technologyforge,"2,806.00",Capital
Environmental Services,30/03/2010,Asset Management,The Technologyforge,"1,800.00",Capital
Resources,11/02/2010,Corporate HR,The University Of Birmingham,"1,295.00",Revenue
Resources,11/02/2010,Corporate HR,The University Of Birmingham,"1,295.00",Revenue
Resources,17/02/2010,Corporate HR,The University Of Birmingham,"1,295.00",Revenue
"Policy,Performance & Planning",04/01/2010,Partnerships,The WELL Centre,"1,580.00",Revenue
"Policy,Performance & Planning",23/03/2010,Partnerships,The WELL Centre,"1,080.00",Revenue
Children's Services,29/01/2010,Education & Childcare Services,The Will Sarell Consultancy,"1,500.00",Revenue
Children's Services,23/03/2010,ISB,Theatre ADAD,"1,000.00",Revenue
Adult & Community Services,30/03/2010,Adult Social Care Management,Thomas Jones,"1,649.33",Revenue
Children's Services,03/03/2010,ISB,Three Valleys Water Plc,"3,831.10",Revenue
Children's Services,04/03/2010,ISB,Three Valleys Water Plc,538.74,Revenue
Adult & Community Services,27/01/2010,Outdoor Facilities,Thurston Building Systems,"18,400.00",Capital
Adult & Community Services,19/01/2010,Learning Disability,Tilehurst Lodge Residential Home,"4,847.10",Revenue
Adult & Community Services,19/01/2010,Learning Disability,Tilehurst Lodge Residential Home,"4,847.10",Revenue
Adult & Community Services,03/03/2010,Learning Disability,Tilehurst Lodge Residential Home,"4,877.06",Revenue
Adult & Community Services,19/01/2010,Outdoor Facilities,Tilhill Forestry Ltd,"1,083.52",Capital
Adult & Community Services,20/01/2010,Outdoor Facilities,Tilhill Forestry Ltd,"1,214.00",Capital
Adult & Community Services,18/02/2010,Outdoor Facilities,Tilhill Forestry Ltd,854,Capital
Adult & Community Services,15/03/2010,Outdoor Facilities,Tilhill Forestry Ltd,854,Capital
Environmental Services,08/03/2010,Highways & Engineering Unit,TMS Consultancy,750,Revenue
Environmental Services,22/03/2010,Highways & Engineering Unit,TMS Consultancy,745,Revenue
Environmental Services,17/03/2010,Highway Maintenance,TMS Photometrics,"4,915.31",Revenue
Children's Services,09/02/2010,Safeguarding & Specialist Services,Tonna Care Services Ltd,591.2,Revenue
Adult & Community Services,08/01/2010,Elderly & Physical Disability,Torpoint Ltd,"2,214.33",Revenue
Adult & Community Services,05/02/2010,Elderly & Physical Disability,Torpoint Ltd,"2,214.33",Revenue
Adult & Community Services,09/03/2010,Elderly & Physical Disability,Torpoint Ltd,"2,000.04",Revenue
Resources,08/03/2010,Customer Service Centre,Total Gas & Power Limited,"1,066.45",Revenue
Environmental Services,20/01/2010,Industrial & Commercial Estates,Total Gas & Power Limited,765.05,Revenue
Environmental Services,08/03/2010,Industrial & Commercial Estates,Total Gas & Power Limited,727.69,Revenue
Environmental Services,08/03/2010,Industrial & Commercial Estates,Total Gas & Power Limited,893.78,Revenue
Environmental Services,22/03/2010,Industrial & Commercial Estates,Total Gas & Power Limited,919.72,Revenue
Environmental Services,20/01/2010,Admin Buildings & Depots,Total Gas & Power Limited,"1,200.93",Revenue
Environmental Services,20/01/2010,Admin Buildings & Depots,Total Gas & Power Limited,728.08,Revenue
Environmental Services,20/01/2010,Admin Buildings & Depots,Total Gas & Power Limited,"1,063.34",Revenue
Environmental Services,20/01/2010,Admin Buildings & Depots,Total Gas & Power Limited,"2,275.72",Revenue
Environmental Services,21/01/2010,Admin Buildings & Depots,Total Gas & Power Limited,512.98,Revenue
Environmental Services,28/01/2010,Admin Buildings & Depots,Total Gas & Power Limited,"1,544.86",Revenue
Environmental Services,25/02/2010,Admin Buildings & Depots,Total Gas & Power Limited,"2,152.82",Revenue
Environmental Services,04/03/2010,Admin Buildings & Depots,Total Gas & Power Limited,784.89,Revenue
Environmental Services,08/03/2010,Admin Buildings & Depots,Total Gas & Power Limited,"1,743.48",Revenue
Environmental Services,08/03/2010,Admin Buildings & Depots,Total Gas & Power Limited,881.5,Revenue
Environmental Services,08/03/2010,Admin Buildings & Depots,Total Gas & Power Limited,849.28,Revenue
Environmental Services,15/03/2010,Admin Buildings & Depots,Total Gas & Power Limited,503.5,Revenue
Environmental Services,22/03/2010,Admin Buildings & Depots,Total Gas & Power Limited,"1,053.71",Revenue
Environmental Services,22/03/2010,Admin Buildings & Depots,Total Gas & Power Limited,718.41,Revenue
Environmental Services,22/03/2010,Admin Buildings & Depots,Total Gas & Power Limited,"1,860.57",Revenue
Environmental Services,22/03/2010,Admin Buildings & Depots,Total Gas & Power Limited,"1,699.18",Revenue
Children's Services,15/02/2010,DSG Education & Childcare Services,Total Gas & Power Limited,924.78,Revenue
Children's Services,04/01/2010,ISB,Total Gas & Power Limited,"3,204.24",Revenue
Children's Services,22/01/2010,ISB,Total Gas & Power Limited,647.59,Revenue
Children's Services,27/01/2010,ISB,Total Gas & Power Limited,531.03,Revenue
Children's Services,27/01/2010,ISB,Total Gas & Power Limited,"4,917.96",Revenue
Children's Services,01/02/2010,ISB,Total Gas & Power Limited,"1,633.87",Revenue
Children's Services,01/02/2010,ISB,Total Gas & Power Limited,560.75,Revenue
Children's Services,01/02/2010,ISB,Total Gas & Power Limited,912.93,Revenue
Children's Services,01/02/2010,ISB,Total Gas & Power Limited,665.06,Revenue
Children's Services,25/02/2010,ISB,Total Gas & Power Limited,673.19,Revenue
Children's Services,25/02/2010,ISB,Total Gas & Power Limited,511.98,Revenue
Children's Services,25/02/2010,ISB,Total Gas & Power Limited,"5,973.97",Revenue
Children's Services,25/02/2010,ISB,Total Gas & Power Limited,531.1,Revenue
Children's Services,02/03/2010,ISB,Total Gas & Power Limited,753.7,Revenue
Children's Services,02/03/2010,ISB,Total Gas & Power Limited,"1,068.39",Revenue
Children's Services,02/03/2010,ISB,Total Gas & Power Limited,"1,000.63",Revenue
Children's Services,18/03/2010,ISB,Total Gas & Power Limited,509.87,Revenue
Children's Services,15/03/2010,ISB,Total Gas & Power Limited,"1,051.61",Revenue
Children's Services,16/03/2010,ISB,Total Gas & Power Limited,"1,431.07",Revenue
Children's Services,16/03/2010,ISB,Total Gas & Power Limited,774.57,Revenue
Children's Services,16/03/2010,ISB,Total Gas & Power Limited,638.28,Revenue
Children's Services,18/03/2010,ISB,Total Gas & Power Limited,521.52,Revenue
Children's Services,18/03/2010,ISB,Total Gas & Power Limited,"4,347.00",Revenue
Children's Services,22/03/2010,ISB,Total Gas & Power Limited,534.01,Revenue
Children's Services,22/03/2010,ISB,Total Gas & Power Limited,"1,543.82",Revenue
Children's Services,22/03/2010,ISB,Total Gas & Power Limited,655.45,Revenue
Adult & Community Services,25/01/2010,Learning Disability,Total Gas & Power Limited,573.48,Revenue
Adult & Community Services,23/02/2010,Learning Disability,Total Gas & Power Limited,699.89,Revenue
Adult & Community Services,15/03/2010,Learning Disability,Total Gas & Power Limited,564.8,Revenue
Adult & Community Services,22/01/2010,Windsor Leisure Centre,Total Gas & Power Limited,"14,330.09",Revenue
