"Wardcode","Wardname","Subgroup"
"44UBGG","Hartshill","8.15.24"
"44UBGH","Hurley and Wood End","8.15.24"
"44UBGJ","Kingsbury","8.15.24"
"44UBGK","Newton Regis and Warton","7.10.16"
"44UBGL","Polesworth East","8.15.24"
"44UBGM","Polesworth West","8.15.24"
"44UBGN","Water Orton","1.1.2"
"44UCFR","Abbey","2.4.5"
"44UCFS","Arbury","8.15.24"
"44UCFT","Attleborough","7.10.17"
"44UCFU","Bar Pool","1.2.3"
"44UCFW","Bede","1.1.1"
"44UCFX","Bulkington","1.1.2"
"44UCFY","Camp Hill","1.2.3"
"44UCFZ","Exhall","8.15.24"
"44UCGA","Galley Common","7.11.18"
"44UCGB","Heath","8.15.24"
"44UCGC","Kingswood","1.1.1"
"44UCGD","Poplar","8.15.24"
"44UCGE","St Nicolas","7.10.16"
"44UCGF","Slough","8.15.24"
"44UCGG","Weddington","1.1.2"
"44UCGH","Wem Brook","1.1.1"
"44UCGJ","Whitestone","7.10.16"
"44UDFZ","Admirals","8.15.24"
"44UDGA","Avon and Swift","7.10.16"
"44UDGB","Benn","2.4.5"
"44UDGC","Bilton","7.10.16"
"44UDGD","Brownsover North","7.11.18"
"44UDGE","Brownsover South","1.2.3"
"44UDGF","Caldecott","8.13.22"
"44UDGG","Dunchurch and Knightlow","9.17.26"
"44UDGH","Earl Craven and Wolston","7.10.16"
"44UDGJ","Eastlands","7.10.16"
"44UDGK","Fosse","9.17.26"
"44UDGL","Hillmorton","8.15.24"
"44UDGM","Lawford and King's Newnham","8.15.24"
"44UDGN","Leam Valley","9.17.26"
"44UDGP","New Bilton","1.2.3"
"44UDGQ","Newbold","1.2.3"
"44UDGR","Overslade","8.15.24"
"44UDGS","Paddox","8.15.24"
"44UDGT","Ryton-on-Dunsmore","7.10.16"
"44UDGU","Wolvey","9.17.26"
"44UEGN","Alcester","7.10.17"
"44UEGP","Aston Cantlow","9.17.26"
"44UEGQ","Bardon","9.17.26"
"44UEGR","Bidford and Salford","7.10.16"
"44UEGS","Brailes","9.17.26"
"44UEGT","Burton Dassett","9.17.26"
"44UEGU","Claverdon","9.17.26"
"44UEGW","Ettington","9.17.26"
"44UEGX","Fenny Compton","9.17.26"
"44UEGY","Harbury","7.10.16"
"44UEGZ","Henley","8.14.23"
"44UEHA","Kineton","7.10.16"
"44UEHB","Kinwarton","7.10.16"
"44UEHC","Long Compton","9.17.26"
"44UEHD","Long Itchington","7.10.16"
"44UEHE","Quinton","7.10.16"
"44UEHF","Sambourne","9.17.26"
"44UEHG","Shipston","8.13.22"
"44UEHH","Snitterfield","9.17.26"
"44UEHJ","Southam","8.15.24"
"44UEHK","Stockton and Napton","7.10.16"
"44UEHL","Stratford Alveston","9.17.26"
"44UEHM","Stratford Avenue and New Town","8.13.22"
"44UEHN","Stratford Guild and Hathaway","8.13.22"
"44UEHP","Stratford Mount Pleasant","7.10.17"
"44UEHQ","Studley","8.15.24"
"44UEHR","Tanworth","9.17.26"
"44UEHS","Tredington","9.17.26"
"44UEHT","Vale of the Red Horse","9.17.26"
"44UEHU","Welford","9.17.26"
"44UEHW","Wellesbourne","7.10.16"
"44UFFX","Abbey","7.12.19"
"44UFFY","Bishop's Tachbrook","7.11.18"
"44UFFZ","Brunswick","1.2.3"
"44UFGA","Budbrooke","9.17.26"
"44UFGB","Clarendon","5.7.12"
"44UFGC","Crown","1.2.3"
"44UFGD","Cubbington","7.10.16"
"44UFGE","Lapworth","9.17.26"
"44UFGF","Leek Wootton","9.17.26"
"44UFGG","Manor","7.12.19"
"44UFGH","Milverton","5.7.12"
"44UFGJ","Park Hill","7.12.19"
"44UFGK","Radford Semele","7.10.16"
"44UFGL","St John's","7.12.19"
"44UFGM","Stoneleigh","5.7.13"
"44UFGN","Warwick North","8.15.24"
"44UFGP","Warwick South","7.12.19"
"44UFGQ","Warwick West","8.13.22"
"44UFGR","Whitnash","8.15.24"
"44UFGS","Willes","5.7.12"
"45UBFQ","Buckingham","7.10.16"
"45UBFR","Churchill","8.13.22"
"45UBFS","Cokeham","7.10.17"
"45UBFT","Eastbrook","1.2.3"
"45UBFU","Hillside","1.1.2"
"45UBFW","Manor","7.10.16"
"45UBFX","Marine","7.12.19"
"45UBFY","Mash Barn","1.2.3"
"45UBFZ","Peverel","8.13.22"
"45UBGA","St Mary's","1.2.3"
"45UBGB","St Nicolas","7.12.19"
"45UBGC","Southlands","1.2.3"
"45UBGD","Southwick Green","8.13.22"
"45UBGE","Widewater","8.13.22"
"45UCGE","Aldwick East","8.14.23"
"45UCGF","Aldwick West","8.14.23"
"45UCGG","Angmering","7.10.16"
"45UCGH","Arundel","8.14.23"
"45UCGJ","Barnham","7.10.16"
"45UCGK","Beach","8.13.22"
"45UCGL","Bersted","7.10.17"
"45UCGM","Brookfield","7.10.17"
"45UCGN","East Preston with Kingston","8.14.23"
"45UCGP","Felpham East","7.10.16"
"45UCGQ","Felpham West","8.14.23"
"45UCGR","Ferring","8.14.23"
"45UCGS","Findon","8.14.23"
"45UCGT","Ham","1.2.3"
"45UCGU","Hotham","3.5.8"
"45UCGW","Marine","3.5.8"
"45UCGX","Middleton-on-Sea","8.14.23"
"45UCGY","Orchard","1.2.3"
"45UCGZ","Pagham and Rose Green","8.14.23"
"45UCHA","Pevensey","1.2.3"
"45UCHB","River","3.5.8"
"45UCHC","Rustington East","8.14.23"
"45UCHD","Rustington West","8.14.23"
"45UCHE","Walberton","9.17.26"
"45UCHF","Wick with Toddington","8.13.22"
"45UCHG","Yapton","7.10.17"
"45UDGM","Bosham","8.14.23"
"45UDGN","Boxgrove","8.13.21"
"45UDGP","Bury","9.17.26"
"45UDGQ","Chichester East","5.7.12"
"45UDGR","Chichester North","8.14.23"
"45UDGS","Chichester South","3.5.8"
"45UDGT","Chichester West","8.13.22"
"45UDGU","Donnington","7.12.19"
"45UDGW","Easebourne","7.12.19"
"45UDGX","East Wittering","8.14.23"
"45UDGY","Fernhurst","9.17.26"
"45UDGZ","Fishbourne","8.14.23"
"45UDHA","Funtington","9.17.26"
"45UDHB","Harting","8.13.21"
"45UDHC","Lavant","8.13.22"
"45UDHD","Midhurst","8.13.22"
"45UDHE","North Mundham","8.13.21"
"45UDHF","Petworth","8.13.21"
"45UDHG","Plaistow","9.17.26"
"45UDHH","Rogate","9.17.26"
"45UDHJ","Selsey North","8.13.22"
"45UDHK","Selsey South","8.14.23"
"45UDHL","Sidlesham","8.13.21"
"45UDHM","Southbourne","8.13.22"
"45UDHN","Stedham","8.13.21"
"45UDHP","Tangmere","7.10.17"
"45UDHQ","West Wittering","8.14.23"
"45UDHR","Westbourne","7.10.16"
"45UDHS","Wisborough Green","9.17.26"
"45UEFP","Bewbush","1.2.3"
"45UEFQ","Broadfield North","1.2.3"
"45UEFR","Broadfield South","1.2.3"
"45UEFS","Furnace Green","1.1.2"
"45UEFT","Gossops Green","7.10.17"
"45UEFU","Ifield","7.10.17"
"45UEFW","Langley Green","1.2.3"
"45UEFX","Maidenbower","7.11.18"
"45UEFY","Northgate","7.10.17"
"45UEFZ","Pound Hill North","7.12.19"
"45UEGA","Pound Hill South and Worth","7.12.19"
"45UEGB","Southgate","7.10.17"
"45UEGC","Three Bridges","7.10.17"
"45UEGD","Tilgate","7.10.17"
"45UEGE","West Green","5.7.12"
"45UFGC","Billingshurst and Shipley","7.12.19"
"45UFGD","Bramber","7.10.16"
"45UFGE","Broadbridge Heath","7.10.17"
"45UFGF","Chanctonbury","9.17.26"
"45UFGG","Chantry","8.14.23"
"45UFGH","Cowfold","9.17.26"
"45UFGJ","Denne","5.7.12"
"45UFGK","Forest","9.17.26"
"45UFGL","Henfield","8.14.23"
"45UFGM","Holbrook East","7.11.18"
"45UFGN","Holbrook West","7.12.19"
"45UFGP","Horsham Park","7.10.17"
"45UFGQ","Itchingfield","9.17.26"
"45UFGR","Nuthurst","9.17.26"
"45UFGS","Pulborough and Coldwatham","7.10.16"
"45UFGT","Roffey North","7.10.17"
"45UFGU","Roffey South","7.10.17"
"45UFGW","Rudgwick","9.17.26"
"45UFGX","Rusper and Colgate","9.17.26"
"45UFGY","Southwater","7.11.18"
"45UFGZ","Steyning","7.12.19"
"45UFHA","Trafalgar","7.12.19"
"45UGGH","Ardingly and Balcombe","7.12.19"
"45UGGJ","Ashurst Wood","7.12.19"
"45UGGK","Bolney","9.17.26"
"45UGGL","Burgess Hill Dunstall","7.11.18"
"45UGGM","Burgess Hill Franklands","9.17.26"
"45UGGN","Burgess Hill Leylands","7.10.17"
"45UGGP","Burgess Hill Meeds","8.13.22"
"45UGGQ","Burgess Hill St Andrews","7.10.17"
"45UGGR","Burgess Hill Victoria","7.10.17"
"45UGGS","Copthorne and Worth","9.17.26"
"45UGGT","Crawley Down and Turners Hill","7.10.16"
"45UGGU","Cuckfield","7.12.19"
"45UGGW","East Grinstead Ashplats","7.10.17"
"45UGGX","East Grinstead Baldwins","7.10.17"
"45UGGY","East Grinstead Herontye","9.17.26"
"45UGGZ","East Grinstead Imberhorne","9.17.26"
"45UGHA","East Grinstead Town","3.5.8"
"45UGHB","Hassocks","7.12.19"
"45UGHC","Haywards Heath Ashenground","7.10.17"
"45UGHD","Haywards Heath Bentswood","7.12.20"
"45UGHE","Haywards Heath Franklands","7.12.19"
"45UGHF","Haywards Heath Heath","7.12.19"
"45UGHG","Haywards Heath Lucastes","7.12.19"
"45UGHH","High Weald","9.17.26"
"45UGHJ","Hurstpierpoint and Downs","7.12.19"
"45UGHK","Lindfield","7.12.19"
"45UHFN","Broadwater","7.10.17"
"45UHFP","Castle","7.10.17"
"45UHFQ","Central","3.5.8"
"45UHFR","Durrington","8.13.22"
"45UHFS","Gaisford","5.7.12"
"45UHFT","Goring","8.14.23"
"45UHFU","Heene","3.5.8"
"45UHFW","Marine","3.5.8"
"45UHFX","Northbrook","7.10.17"
"45UHFY","Offington","7.12.19"
"45UHFZ","Salvington","8.14.23"
"45UHGA","Selden","3.5.8"
"45UHGB","Tarring","7.10.17"
"46UBGJ","Aldbourne","9.17.26"
"46UBGK","All Cannings","9.17.26"
"46UBGL","Bedwyn","7.12.19"
"46UBGM","Bishops Cannings","7.11.18"
"46UBGN","Bromham and Rowde","7.10.16"
"46UBGP","Burbage","9.17.26"
"46UBGQ","Cheverell","9.17.26"
"46UBGR","Collingbourne","9.17.26"
"46UBGS","Devizes East","8.15.24"
"46UBGT","Devizes North","1.2.3"
"46UBGU","Devizes South","8.13.22"
"46UBGW","Lavingtons","7.10.16"
"46UBGX","Ludgershall","7.10.17"
"46UBGY","Marlborough East","8.13.22"
"46UBGZ","Marlborough West","7.12.19"
"46UBHA","Milton Lilbourne","9.17.26"
"46UBHB","Netheravon","7.10.17"
"46UBHC","Ogbourne","9.17.26"
"46UBHD","Pewsey","8.13.22"
"46UBHE","Pewsey Vale","9.17.26"
"46UBHF","Potterne","7.10.16"
"46UBHG","Ramsbury","9.17.26"
"46UBHH","Roundway","7.11.18"
"46UBHJ","Seend","9.17.26"
"46UBHK","Shalbourne","9.17.26"
"46UBHL","Tidworth","7.11.18"
"46UBHM","Upavon","9.17.26"
"46UBHN","Urchfont","9.17.26"
"46UBHP","West Selkley","9.17.26"
"46UCGW","Ashton Keynes and Minety","9.17.26"
"46UCGX","Box","7.12.19"
"46UCGY","Bremhill","9.17.26"
"46UCGZ","Brinkworth and The Somerfords","9.17.26"
"46UCHA","Calne Abberd","1.2.3"
"46UCHB","Calne Chilvester","7.11.18"
"46UCHC","Calne Lickhill","1.2.3"
"46UCHD","Calne Marden","7.10.16"
"46UCHE","Calne Priestley","7.10.17"
"46UCHF","Calne Quemerford","7.10.16"
"46UCHG","Calne Without","9.17.26"
"46UCHH","Cepen Park","7.11.18"
"46UCHJ","Chippenham Allington","8.15.24"
"46UCHK","Chippenham Audley","1.2.3"
"46UCHL","Chippenham Avon","7.10.17"
"46UCHM","Chippenham Hill Rise","1.2.3"
"46UCHN","Chippenham London Road","1.2.3"
"46UCHP","Chippenham Monkton Park","7.10.16"
"46UCHQ","Chippenham Park","8.15.24"
"46UCHR","Chippenham Pewsham","7.11.18"
"46UCHS","Chippenham Redland","8.15.24"
"46UCHT","Chippenham Westcroft/Queen's","8.15.24"
"46UCHU","Colerne","7.11.18"
"46UCHW","Corsham","7.10.16"
"46UCHX","Cricklade","7.10.16"
"46UCHY","Hilmarton","9.17.26"
"46UCHZ","Kington Langley","9.17.26"
"46UCJA","Kington St. Michael","9.17.26"
"46UCJB","Lacock with Neston and Gastard","9.17.26"
"46UCJC","Lyneham","7.11.18"
"46UCJD","Malmesbury","7.10.17"
"46UCJE","Nettleton","9.17.26"
"46UCJF","Pickwick","8.13.22"
"46UCJG","Purton","7.10.16"
"46UCJH","St. Paul Malmesbury Without and Sherston","9.17.26"
"46UCJJ","The Lydiards and Broad Town","9.17.26"
"46UCJK","Wootton Bassett North","7.10.17"
"46UCJL","Wootton Bassett South","7.12.19"
"46UDGP","Alderbury and Whiteparish","9.17.26"
"46UDGQ","Amesbury East","7.10.17"
"46UDGR","Amesbury West","8.13.22"
"46UDGS","Bemerton","1.2.3"
"46UDGT","Bishopdown","7.10.17"
"46UDGU","Bulford","7.11.18"
"46UDGW","Chalke Valley","9.17.26"
"46UDGX","Donhead","8.13.21"
"46UDGY","Downton and Redlynch","7.10.16"
"46UDGZ","Durrington","7.11.18"
"46UDHA","Ebble","8.13.21"
"46UDHB","Fisherton and Bemerton Village","5.7.12"
"46UDHC","Fonthill and Nadder","8.13.21"
"46UDHD","Harnham East","7.12.19"
"46UDHE","Harnham West","8.14.23"
"46UDHF","Knoyle","8.13.21"
"46UDHG","Laverstock","7.10.16"
"46UDHH","Lower Wylye and Woodford Valley","8.13.21"
"46UDHJ","St Edmund and Milford","5.7.12"
"46UDHK","St Mark and Stratford","7.12.19"
"46UDHL","St Martin and Milford","3.5.8"
"46UDHM","St Paul","7.10.17"
"46UDHN","Till Valley and Wylye","9.17.26"
"46UDHP","Tisbury and Fovant","8.14.23"
"46UDHQ","Upper Bourne","9.17.26"
"46UDHR","Western and Mere","8.14.23"
"46UDHS","Wilton","7.10.17"
"46UDHT","Winterslow","9.17.26"
"46UFGF","Atworth and Whitley","9.17.26"
"46UFGG","Bradford-on-Avon North","7.12.19"
"46UFGH","Bradford-on-Avon South","8.13.22"
"46UFGJ","Dilton Marsh","7.10.16"
"46UFGK","Ethandune","9.17.26"
"46UFGL","Holt","7.10.16"
"46UFGM","Manor Vale","9.17.26"
"46UFGN","Melksham North","8.15.24"
"46UFGP","Melksham Spa","8.15.24"
"46UFGQ","Melksham Without","7.10.16"
"46UFGR","Melksham Woodrow","8.15.24"
"46UFGS","Mid Wylye Valley","9.17.26"
"46UFGT","Paxcroft","7.11.18"
"46UFGU","Shearwater","8.13.21"
"46UFGW","Southwick and Wingfield","7.10.16"
"46UFGX","Summerham","9.17.26"
"46UFGY","Trowbridge Adcroft","8.15.24"
"46UFGZ","Trowbridge College","7.10.17"
"46UFHA","Trowbridge Drynham","7.10.17"
"46UFHB","Trowbridge John of Gaunt","8.15.24"
"46UFHC","Trowbridge Park","7.10.17"
"46UFHD","Warminster East","8.13.22"
"46UFHE","Warminster West","7.10.17"
"46UFHF","Westbury Ham","7.10.17"
"46UFHG","Westbury Laverton","7.10.17"
"47UBFY","Alvechurch","7.10.16"
"47UBFZ","Beacon","7.10.16"
"47UBGA","Catshill","8.15.24"
"47UBGB","Charford","1.2.3"
"47UBGC","Drakes Cross and Walkers Heath","7.10.16"
"47UBGD","Furlongs","9.17.26"
"47UBGE","Hagley","9.17.26"
"47UBGF","Hillside","9.17.26"
"47UBGG","Hollywood and Majors Green","7.10.16"
"47UBGH","Linthurst","9.17.26"
"47UBGJ","Marlbrook","7.10.16"
"47UBGK","Norton","7.11.18"
"47UBGL","St Johns","3.5.8"
"47UBGM","Sidemoor","8.15.24"
"47UBGN","Slideslow","7.10.16"
"47UBGP","Stoke Heath","7.11.18"
"47UBGQ","Stoke Prior","7.10.16"
"47UBGR","Tardebigge","7.10.16"
"47UBGS","Uffdown","7.10.16"
"47UBGT","Waseley","1.1.2"
"47UBGU","Whitford","8.15.24"
"47UBGW","Woodvale","9.17.26"
"47UBGX","Wythall South","9.17.26"
"47UCHQ","Alfrick and Leigh","9.17.26"
"47UCHR","Baldwin","9.17.26"
"47UCHS","Broadheath","7.10.16"
"47UCHT","Chase","8.14.23"
"47UCHU","Dyson Perrins","7.10.16"
"47UCHW","Hallow","9.17.26"
"47UCHX","Kempsey","7.10.16"
"47UCHY","Lindridge","9.17.26"
"47UCHZ","Link","8.13.22"
"47UCJA","Longdon","8.13.21"
"47UCJB","Martley","9.17.26"
"47UCJC","Morton","9.17.26"
"47UCJD","Pickersleigh","1.2.3"
"47UCJE","Powick","9.17.26"
"47UCJF","Priory","3.5.8"
"47UCJG","Ripple","9.17.26"
"47UCJH","Teme Valley","9.17.26"
"47UCJJ","Tenbury","8.13.22"
"47UCJK","Upton and Hanley","8.14.23"
"47UCJL","Wells","9.17.26"
"47UCJM","West","7.12.19"
"47UCJN","Woodbury","9.17.26"
"47UDFM","Abbey","8.15.24"
"47UDFN","Astwood Bank and Feckenham","7.10.16"
"47UDFP","Batchley","1.2.3"
"47UDFQ","Central","8.15.24"
"47UDFR","Church Hill","1.1.1"
"47UDFS","Crabbs Cross","7.11.18"
"47UDFT","Greenlands","1.1.1"
"47UDFU","Headless Cross and Oakenshaw","8.15.24"
"47UDFW","Lodge Park","1.1.1"
"47UDFX","Matchborough","8.15.24"
"47UDFY","West","7.10.16"
"47UDFZ","Winyates","8.15.24"
"47UEFN","Arboretum","5.7.12"
"47UEFP","Battenhall","7.10.16"
"47UEFQ","Bedwardine","7.10.16"
"47UEFR","Cathedral","5.7.12"
"47UEFS","Claines","7.10.16"
"47UEFT","Gorse Hill","1.2.3"
"47UEFU","Nunnery","8.15.24"
"47UEFW","Rainbow Hill","1.2.3"
"47UEFX","St Clement","7.10.16"
"47UEFY","St John","1.2.3"
"47UEFZ","St Peter's Parish","7.11.18"
"47UEGA","St Stephen","7.10.17"
"47UEGB","Warndon","1.2.3"
"47UEGC","Warndon Parish North","7.11.18"
"47UEGD","Warndon Parish South","7.11.18"
"47UFGP","Badsey","7.10.16"
"47UFGQ","Bengeworth","7.10.17"
"47UFGR","Bowbrook","9.17.26"
"47UFGS","Bredon","9.17.26"
"47UFGT","Bretforton and Offenham","7.10.16"
"47UFGU","Broadway and Wickhamford","8.14.23"
"47UFGW","Dodderhill","7.10.16"
"47UFGX","Drakes Broughton","7.10.16"
"47UFGY","Droitwich Central","8.15.24"
"47UFGZ","Droitwich East","8.13.22"
"47UFHA","Droitwich South East","7.11.18"
"47UFHB","Droitwich South West","1.1.2"
"47UFHC","Droitwich West","1.2.3"
"47UFHD","Eckington","9.17.26"
"47UFHE","Elmley Castle and Somerville","9.17.26"
"47UFHF","Evesham North","1.2.3"
"47UFHG","Evesham South","8.15.24"
"47UFHH","Fladbury","9.17.26"
"47UFHJ","Great Hampton","8.13.22"
"47UFHK","Hartlebury","9.17.26"
"47UFHL","Harvington and Norton","7.10.16"
"47UFHM","Honeybourne and Pebworth","7.11.18"
"47UFHN","Inkberrow","9.17.26"
"47UFHP","Little Hampton","7.11.18"
"47UFHQ","Lovett and North Claines","9.17.26"
"47UFHR","Norton and Whittington","7.11.18"
"47UFHS","Ombersley","9.17.26"
"47UFHT","Pershore","8.15.24"
"47UFHU","Pinvin","7.10.16"
"47UFHW","South Bredon Hill","9.17.26"
"47UFHX","The Littletons","7.10.16"
"47UFHY","Upton Snodsbury","9.17.26"
"47UGFU","Aggborough and Spennells","8.15.24"
"47UGFW","Areley Kings","8.15.24"
"47UGFX","Bewdley and Arley","7.10.16"
"47UGFY","Blakedown and Chaddesley","9.17.26"
"47UGFZ","Broadwaters","8.15.24"
"47UGGA","Cookley","1.1.2"
"47UGGB","Franche","8.15.24"
"47UGGC","Greenhill","8.15.24"
"47UGGD","Habberley and Blakebrook","8.15.24"
"47UGGE","Lickhill","8.15.24"
"47UGGF","Mitton","8.15.24"
"47UGGG","Offmore and Comberton","8.15.24"
"47UGGH","Oldington and Foley Park","1.1.1"
"47UGGJ","Rock","9.17.26"
"47UGGK","Sutton Park","8.15.24"
"47UGGL","Wolverley","8.14.23"
"47UGGM","Wribbenhall","7.10.16"
"95AA01","Aldergrove","7.11.18"
"95AA02","Balloo","1.1.1"
"95AA03","Ballycraigy","2.3.4"
"95AA04","Clady","8.16.25"
"95AA05","Cranfield","8.16.25"
"95AA06","Crumlin","8.16.25"
"95AA07","Drumanaway","8.16.25"
"95AA08","Farranshane","2.3.4"
"95AA09","Fountain Hill","2.3.4"
"95AA10","Greystone","1.1.1"
"95AA11","Massereene","1.1.2"
"95AA12","Parkgate","8.16.25"
"95AA13","Randalstown","8.16.25"
"95AA14","Shilvodan","8.16.25"
"95AA15","Springfarm","1.2.3"
"95AA16","Steeple","2.3.4"
"95AA17","Stiles","2.3.4"
"95AA18","Templepatrick","9.17.26"
"95AA19","Toome","8.16.25"
"95BB01","Ballygowan","7.11.18"
"95BB02","Ballyrainey","2.4.6"
"95BB03","Ballywalter","1.1.2"
"95BB04","Bradshaw's Brae","1.1.2"
"95BB05","Carrowdore","8.16.25"
"95BB06","Central","1.1.1"
"95BB07","Comber East","1.2.3"
"95BB08","Comber North","8.15.24"
"95BB09","Comber West","7.10.16"
"95BB10","Donaghadee North","8.14.23"
"95BB11","Donaghadee South","1.1.1"
"95BB12","Glen","1.2.3"
"95BB13","Gregstown","8.15.24"
"95BB14","Killinchy","9.17.26"
"95BB15","Kircubbin","8.16.25"
"95BB16","Lisbane","9.17.26"
"95BB17","Loughries","7.10.17"
"95BB18","Millisle","1.1.2"
"95BB19","Movilla","7.11.18"
"95BB20","Portaferry","8.16.25"
"95BB21","Portavogie","8.16.25"
"95BB22","Scrabo","2.3.4"
"95BB23","Whitespots","7.10.16"
"95CC01","Abbey Park","2.4.6"
"95CC02","Ballymartrim","8.16.25"
"95CC03","Callan Bridge","2.3.4"
"95CC04","Carrigatuke","8.16.25"
"95CC05","Charlemont","8.16.25"
"95CC06","Demesne","8.16.25"
"95CC07","Derrynoose","8.16.25"
"95CC08","Downs","2.3.4"
"95CC09","Hamiltonsbawn","8.16.25"
"95CC10","Hockley","8.16.25"
"95CC11","Keady","2.3.4"
"95CC12","Killeen","8.16.25"
"95CC13","Killylea","8.16.25"
"95CC14","Laurelvale","8.16.25"
"95CC15","Loughgall","8.16.25"
"95CC16","Markethill","8.16.25"
"95CC17","Milford","8.16.25"
"95CC18","Observatory","1.1.2"
"95CC19","Poyntz Pass","8.16.25"
"95CC20","Rich Hill","8.15.24"
"95CC21","Tandragee","8.15.24"
"95CC22","The Mall","1.2.3"
"95DD01","Academy","7.10.16"
"95DD02","Ahoghill","8.15.24"
"95DD03","Ardeevin","7.10.16"
"95DD04","Ballee","2.3.4"
"95DD05","Ballykeel","2.3.4"
"95DD06","Ballyloughan","7.10.16"
"95DD07","Broughshane","8.15.24"
"95DD08","Castle Demesne","2.4.5"
"95DD09","Craigywarren","8.16.25"
"95DD10","Cullybackey","1.1.1"
"95DD11","Dunclug","2.3.4"
"95DD12","Dunminning","8.16.25"
"95DD13","Fair Green","2.3.4"
"95DD14","Galgorm","7.10.16"
"95DD15","Glenravel","8.16.25"
"95DD16","Glenwhirry","8.16.25"
"95DD17","Grange","8.16.25"
"95DD18","Harryville","1.1.1"
"95DD19","Kells","8.15.24"
"95DD20","Moat","2.3.4"
"95DD21","Park","8.15.24"
"95DD22","Portglenone","8.16.25"
"95DD23","Slemish","8.16.25"
"95DD24","Summerfield","8.15.24"
"95EE01","Ballyhoe and Cor","8.16.25"
"95EE02","Benvardin","8.16.25"
"95EE03","Carnany","1.2.3"
"95EE04","Clogh Mills","8.16.25"
"95EE05","Dervock","8.16.25"
"95EE06","Dunloy","8.16.25"
"95EE07","Fairhill","8.15.24"
"95EE08","Glebe","7.10.16"
"95EE09","Killoquin Lower","8.16.25"
"95EE10","Killoquin Upper","8.16.25"
"95EE11","Knockaholet","8.16.25"
"95EE12","Newhill","2.3.4"
"95EE13","Route","8.13.22"
"95EE14","Seacon","8.16.25"
"95EE15","Stranocum","8.16.25"
"95EE16","The Vow","8.16.25"
"95FF01","Ballydown","7.11.18"
"95FF02","Ballyward","8.16.25"
"95FF03","Banbridge West","8.15.24"
"95FF04","Bannside","8.16.25"
"95FF05","Dromore North","1.2.3"
"95FF06","Dromore South","7.11.18"
"95FF07","Edenderry","2.3.4"
"95FF08","Fort","8.15.24"
"95FF09","Gilford","1.1.1"
"95FF10","Gransha","8.16.25"
"95FF11","Katesbridge","8.16.25"
"95FF12","Lawrencetown","8.16.25"
"95FF13","Loughbrickland","8.16.25"
"95FF14","Quilly","8.16.25"
"95FF15","Rathfriland","1.2.3"
"95FF16","Seapatrick","8.15.24"
"95FF17","The Cut","1.1.1"
"95GG01","Andersonstown","2.4.6"
"95GG02","Ardoyne","2.3.4"
"95GG03","Ballyhackamore","1.1.2"
"95GG04","Ballymacarrett","2.3.4"
"95GG05","Ballynafeigh","5.7.12"
"95GG06","Ballysillan","2.3.4"
"95GG07","Beechmount","2.3.4"
"95GG08","Bellevue","1.2.3"
"95GG09","Belmont","1.1.2"
"95GG10","Blackstaff","2.4.5"
"95GG11","Bloomfield","2.4.5"
"95GG12","Botanic","5.7.11"
"95GG13","Castleview","2.4.6"
"95GG14","Cavehill","1.1.2"
"95GG15","Cherryvalley","1.1.2"
"95GG16","Chichester Park","2.4.6"
"95GG17","Cliftonville","2.3.4"
"95GG18","Clonard","2.3.4"
"95GG19","Crumlin","2.3.4"
"95GG20","Duncairn","2.3.4"
"95GG21","Falls","2.3.4"
"95GG22","Falls Park","2.4.6"
"95GG23","Finaghy","1.1.2"
"95GG24","Fortwilliam","1.1.1"
"95GG25","Glen Road","2.3.4"
"95GG26","Glencairn","2.3.4"
"95GG27","Glencolin","2.3.4"
"95GG28","Highfield","2.3.4"
"95GG29","Island","2.3.4"
"95GG30","Knock","1.1.2"
"95GG31","Ladybrook","2.3.4"
"95GG32","Legoniel","2.3.4"
"95GG33","Malone","7.12.19"
"95GG34","Musgrave","1.1.2"
"95GG35","New Lodge","2.3.4"
"95GG36","Orangefield","1.1.2"
"95GG37","Ravenhill","5.7.12"
"95GG38","Rosetta","1.1.2"
"95GG39","Shaftesbury","3.5.7"
"95GG40","Shankill","2.3.4"
"95GG41","Stormont","7.12.19"
"95GG42","Stranmillis","5.7.13"
"95GG43","Sydenham","2.4.5"
"95GG44","The Mount","2.3.4"
"95GG45","Upper Malone","1.1.2"
"95GG46","Upper Springfiel","2.3.4"
"95GG47","Water Works","2.3.4"
"95GG48","Whiterock","2.3.4"
"95GG49","Windsor","5.7.11"
"95GG50","Woodstock","2.3.4"
"95GG51","Woodvale","2.3.4"
"95HH01","Blackhead","1.1.2"
"95HH02","Bluefield","7.11.18"
"95HH03","Boneybefore","8.14.23"
"95HH04","Burleigh Hill","7.11.18"
"95HH05","Clipperstown","2.3.4"
"95HH06","Eden","7.11.18"
"95HH07","Gortalee","2.3.4"
"95HH08","Greenisland","7.10.16"
"95HH09","Killycrot","2.4.5"
"95HH10","Knockagh","7.10.16"
"95HH11","Love Lane","2.3.4"
"95HH12","Milebush","8.15.24"
"95HH13","Northland","2.3.4"
"95HH14","Sunnylands","1.1.1"
"95HH15","Victoria","1.2.3"
"95HH16","Whitehead","1.1.2"
"95HH17","Woodburn","7.10.16"
"95II01","Ballyhanwood","7.10.16"
"95II02","Beechill","1.1.2"
"95II03","Cairnshill","7.11.18"
"95II04","Carrowreagh","8.15.24"
"95II05","Carryduff East","1.1.2"
"95II06","Carryduff West","7.11.18"
"95II07","Cregagh","2.3.4"
